City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chandigarh,2020-06-06,22.07,34.31,2.2,8.37,6.1,41.78,0.29,13.94,27.05,2.92,0.73,0.8,50.0,Good
Delhi,2019-02-10,143.31,255.47,47.91,49.26,69.38,33.83,1.36,16.41,33.03,4.12,28.28,4.16,277.0,Poor
Visakhapatnam,2019-01-07,119.16,250.09,17.85,87.59,61.1,13.93,1.2,14.7,60.8,4.78,7.46,2.51,307.0,Very Poor
Visakhapatnam,2017-01-21,80.65,120.43,4.27,33.64,20.69,17.02,1.21,12.21,153.23,0.0,0.0,0.0,236.0,Poor
Gurugram,2020-04-11,51.41,103.83,10.44,18.3,15.15,34.72,0.81,14.52,60.63,2.21,2.78,2.75,127.0,Moderate
Delhi,2017-11-23,175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,0.1,340.0,Very Poor
Hyderabad,2017-05-15,35.14,80.34,4.56,30.94,9.21,21.58,0.11,6.38,49.94,0.05,0.55,0.14,85.0,Satisfactory
Amaravati,2020-06-06,10.14,43.39,1.33,7.06,4.83,6.2,0.42,12.83,35.22,0.09,0.55,0.19,44.0,Good
Hyderabad,2017-06-04,14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,0.11,84.0,Satisfactory
Visakhapatnam,2020-01-19,39.3,92.98,15.49,29.13,28.09,9.84,1.04,8.58,30.23,3.77,6.04,1.34,93.0,Satisfactory
Hyderabad,2015-09-11,60.88,51.27,5.15,30.64,24.22,25.86,0.53,5.16,24.11,1.09,5.42,0.48,140.0,Moderate
Delhi,2019-10-24,173.56,346.51,84.08,67.36,108.93,41.69,2.46,18.87,57.94,7.01,50.88,5.3,335.0,Very Poor
Delhi,2019-02-26,59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144.0,Moderate
Visakhapatnam,2018-03-12,57.28,125.83,9.02,48.37,33.06,12.37,0.73,19.82,31.2,5.77,10.27,2.7,120.0,Moderate
Hyderabad,2019-03-25,50.06,117.86,4.11,38.91,23.8,13.23,0.71,7.35,34.56,1.8,9.53,1.31,107.0,Moderate
Amritsar,2018-02-23,52.39,143.82,18.45,13.52,43.62,11.79,0.61,4.66,17.32,11.44,7.71,5.94,123.0,Moderate
Patna,2020-03-06,52.48,125.73,23.99,40.42,53.75,25.8,0.69,9.77,37.84,1.6,3.68,0.89,148.0,Moderate
Kolkata,2020-01-01,128.62,247.05,84.98,64.93,149.92,34.09,2.09,19.89,26.8,41.65,55.06,5.08,298.0,Poor
Visakhapatnam,2020-04-10,23.62,68.95,11.17,33.43,26.86,7.32,0.11,6.02,21.47,3.39,7.85,1.08,69.0,Satisfactory
Hyderabad,2017-01-25,76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,0.01,0.25,0.03,149.0,Moderate
Kolkata,2020-05-15,12.3,31.18,3.3,5.35,8.71,6.88,0.27,5.58,23.89,1.08,5.35,0.24,44.0,Good
Visakhapatnam,2018-03-14,39.85,123.78,9.77,56.73,38.12,10.12,0.78,22.65,29.5,6.55,17.08,3.14,117.0,Moderate
Delhi,2019-07-30,30.1,82.81,10.37,26.92,25.19,33.49,0.97,9.36,27.42,2.01,20.2,0.8,90.0,Satisfactory
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54.0,Satisfactory
Hyderabad,2016-03-23,77.4,101.33,10.15,14.08,22.41,10.39,1.68,10.62,42.17,2.3,12.17,4.36,123.0,Moderate
Delhi,2019-07-26,30.63,61.26,13.26,31.61,29.95,36.06,0.99,8.92,27.72,2.1,22.74,0.41,94.0,Satisfactory
Amaravati,2019-03-21,21.71,43.12,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,0.13,60.0,Satisfactory
Delhi,2018-01-03,217.01,336.87,37.98,52.24,2.87,50.81,1.29,10.28,54.94,3.09,6.6,0.21,405.0,Severe
Hyderabad,2018-08-19,15.28,34.82,11.75,24.8,21.07,15.8,0.32,6.84,15.02,0.76,4.1,1.33,48.0,Good
Amaravati,2018-02-28,43.08,116.06,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16,0.12,108.0,Moderate
Patna,2020-01-21,123.6,163.55,107.88,42.38,141.74,22.38,1.49,10.71,10.29,0.73,8.62,2.42,233.0,Poor
Amaravati,2017-12-18,100.75,172.04,7.63,53.94,33.45,18.49,0.11,14.05,59.2,0.26,3.77,0.19,251.0,Poor
Amritsar,2020-06-08,27.07,59.04,19.32,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63,51.0,Satisfactory
Amritsar,2017-12-26,148.9,272.45,7.08,28.1,35.17,3.62,1.22,2.86,19.3,10.16,10.6,12.87,315.0,Very Poor
Hyderabad,2020-03-20,33.71,72.83,7.05,25.04,18.77,11.25,0.52,5.39,29.44,2.05,10.16,1.5,79.0,Satisfactory
Amritsar,2018-07-10,52.64,68.71,8.86,10.8,19.66,7.33,0.23,7.33,25.46,0.71,2.1,3.85,88.0,Satisfactory
Visakhapatnam,2017-02-08,97.24,177.05,15.93,54.72,42.07,14.31,1.07,17.66,45.07,0.0,0.0,0.0,198.0,Moderate
Hyderabad,2017-06-25,11.81,37.65,7.56,13.1,6.56,4.48,0.15,5.17,35.59,0.07,0.54,0.03,60.0,Satisfactory
Gurugram,2020-05-08,56.55,102.78,4.24,14.09,10.87,25.48,0.72,7.37,92.2,4.04,5.13,4.2,144.0,Moderate
Amaravati,2019-04-12,17.24,43.11,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,0.16,80.0,Satisfactory
Kolkata,2019-10-05,36.38,66.53,14.07,25.99,40.0,11.1,0.69,5.51,28.48,22.68,19.39,2.34,72.0,Satisfactory
Visakhapatnam,2018-04-13,28.25,83.68,13.24,35.98,29.83,8.67,0.51,17.9,17.23,5.39,11.05,3.96,81.0,Satisfactory
Delhi,2018-08-05,63.57,246.89,17.71,24.82,29.73,33.84,0.71,9.86,25.4,1.08,17.19,0.4,234.0,Poor
Kolkata,2020-01-31,73.09,154.08,50.69,49.78,100.07,27.8,0.88,11.97,36.63,21.68,30.86,3.01,163.0,Moderate
Hyderabad,2019-03-29,59.8,146.25,5.28,47.46,28.9,17.95,0.79,10.09,37.07,2.41,18.76,2.01,127.0,Moderate
Visakhapatnam,2020-05-21,45.53,150.21,3.5,48.13,27.74,12.68,0.11,11.82,33.44,3.03,10.55,1.06,145.0,Moderate
Visakhapatnam,2018-04-24,29.64,86.19,8.02,35.29,25.25,11.0,0.59,16.03,20.32,4.32,7.96,2.83,98.0,Satisfactory
Hyderabad,2018-09-06,25.36,83.21,4.74,26.76,17.54,12.31,0.31,7.84,14.29,1.66,17.85,21.59,76.0,Satisfactory
Hyderabad,2017-08-27,13.1,22.77,7.64,10.5,5.99,6.07,0.17,4.87,30.92,0.27,2.44,0.58,52.0,Satisfactory
Amritsar,2019-11-21,112.55,180.08,13.18,9.99,23.17,12.99,0.66,18.42,10.24,2.55,2.93,2.0,280.0,Poor
Kolkata,2020-07-01,10.53,31.58,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25,0.18,45.0,Good
Visakhapatnam,2019-04-18,31.25,102.2,15.92,24.69,26.08,5.86,0.75,5.09,7.71,1.83,4.44,0.72,111.0,Moderate
Visakhapatnam,2017-03-08,19.72,42.65,14.08,13.58,18.62,8.15,0.96,4.49,13.87,2.05,3.83,0.84,108.0,Moderate
Amritsar,2018-05-22,104.43,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,5.98,252.0,Poor
Delhi,2015-01-04,151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,4.26,9.71,3.34,319.0,Very Poor
Delhi,2020-02-12,172.12,295.05,38.78,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48,1.32,343.0,Very Poor
Visakhapatnam,2018-01-19,85.14,187.51,32.49,57.47,56.92,14.41,1.41,10.54,43.48,3.83,5.69,2.23,180.0,Moderate
Amritsar,2018-12-22,62.09,138.1,30.94,29.75,56.49,8.44,0.02,2.4,16.41,7.86,2.59,8.49,126.0,Moderate
Visakhapatnam,2016-11-17,76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,5.33,8.33,3.51,151.0,Moderate
Hyderabad,2016-04-20,45.0,93.9,8.98,33.13,29.96,22.38,1.02,7.21,29.12,0.68,3.69,0.98,105.0,Moderate
Chandigarh,2020-03-07,13.4,26.33,18.12,12.2,20.48,59.19,0.57,6.45,5.37,3.66,2.35,116.62,35.0,Good
Patna,2020-06-17,19.12,47.75,27.08,37.94,25.83,3.54,0.87,2.68,16.42,1.61,3.45,0.75,53.0,Satisfactory
Amaravati,2019-11-07,85.95,135.44,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,198.0,Moderate
Hyderabad,2019-11-09,81.35,146.94,4.9,29.9,19.58,15.9,0.67,9.4,32.63,0.79,6.0,0.26,156.0,Moderate
Delhi,2018-09-30,69.49,155.26,20.83,34.52,35.4,31.15,1.0,12.38,35.54,2.9,34.63,0.03,176.0,Moderate
Amaravati,2019-04-18,20.21,57.8,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,0.14,79.0,Satisfactory
Visakhapatnam,2017-01-04,66.77,100.24,14.68,46.67,34.77,15.92,1.39,4.81,64.8,6.96,8.48,6.38,117.0,Moderate
Gurugram,2020-05-01,62.55,134.75,4.28,12.69,10.68,22.14,0.74,7.45,79.99,5.47,3.38,2.64,155.0,Moderate
Kolkata,2019-12-06,71.72,143.09,46.68,46.56,92.79,25.75,0.97,9.53,32.72,15.11,21.59,3.14,183.0,Moderate
Delhi,2020-02-14,73.84,172.28,12.35,34.6,30.48,34.06,0.82,13.53,43.62,2.43,12.11,0.06,186.0,Moderate
Hyderabad,2019-01-18,75.34,154.77,5.36,53.23,31.9,23.79,0.78,9.28,30.69,3.26,25.86,5.06,148.0,Moderate
Visakhapatnam,2019-07-08,26.75,100.5,10.06,35.87,27.26,5.77,0.59,23.57,7.95,3.32,6.01,1.49,128.0,Moderate
Hyderabad,2019-10-20,28.04,51.18,4.17,23.54,13.8,8.1,0.62,2.68,18.41,0.67,4.0,2.23,63.0,Satisfactory
Hyderabad,2019-01-02,71.55,153.99,19.02,67.44,50.15,14.81,1.03,13.44,33.44,3.7,21.41,3.35,133.0,Moderate
Hyderabad,2019-02-10,58.82,162.47,3.61,39.43,22.94,17.78,0.54,28.83,34.46,2.59,26.09,1.17,130.0,Moderate
Visakhapatnam,2017-12-16,83.31,163.67,37.77,67.69,66.71,12.29,1.47,14.22,43.04,4.91,8.85,3.08,155.0,Moderate
Amaravati,2020-01-20,31.22,57.33,3.69,16.9,11.99,14.42,0.63,14.64,33.25,0.38,1.44,0.14,62.0,Satisfactory
Amaravati,2017-12-09,74.28,141.22,6.1,44.97,28.88,15.73,0.09,21.9,60.62,0.26,4.79,0.16,196.0,Moderate
Hyderabad,2017-06-11,7.85,18.39,8.52,15.56,7.49,14.78,0.09,2.04,27.75,0.0,0.73,0.04,61.0,Satisfactory
Delhi,2019-04-04,119.71,270.77,53.23,63.62,81.06,37.04,1.8,29.11,60.25,6.57,44.58,1.27,260.0,Poor
Visakhapatnam,2020-03-14,29.97,80.28,3.61,27.41,15.55,11.66,0.81,7.98,12.94,2.2,11.38,1.14,82.0,Satisfactory
Hyderabad,2020-05-05,31.36,75.39,6.48,24.86,17.35,13.46,0.45,4.17,32.74,1.03,8.28,0.29,71.0,Satisfactory
Hyderabad,2017-07-12,14.29,47.25,7.8,15.3,7.23,5.08,0.15,5.86,29.41,0.27,2.28,0.54,66.0,Satisfactory
Chandigarh,2020-01-21,65.75,140.69,38.7,16.84,39.52,43.79,1.03,9.06,9.56,9.44,0.6,1.04,136.0,Moderate
Hyderabad,2019-12-22,77.15,141.72,9.68,41.34,28.6,19.15,0.66,6.27,28.57,1.12,5.17,0.72,166.0,Moderate
Delhi,2019-12-07,233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,2.22,382.0,Very Poor
Chandigarh,2020-01-07,28.87,48.29,29.12,11.69,29.7,39.27,0.79,8.73,8.44,6.69,0.18,1.02,56.0,Satisfactory
Hyderabad,2017-08-15,16.4,44.14,8.25,13.37,8.5,4.82,0.22,5.23,28.81,0.64,4.55,0.74,58.0,Satisfactory
Kolkata,2019-08-31,16.54,35.74,10.89,14.93,24.46,12.45,0.38,3.43,15.37,18.69,14.33,1.66,40.0,Good
Visakhapatnam,2018-11-09,48.16,108.47,13.22,29.96,26.68,12.58,0.66,5.47,40.88,3.51,7.77,2.97,142.0,Moderate
Gurugram,2020-03-06,19.52,32.59,6.56,27.15,24.08,41.15,1.06,12.3,47.23,2.42,3.46,10.96,95.0,Satisfactory
Visakhapatnam,2019-05-16,29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,15.88,2.87,5.45,0.72,111.0,Moderate
Delhi,2019-10-10,100.82,215.18,34.75,50.32,54.51,29.71,1.34,13.83,53.51,4.49,36.66,2.06,208.0,Poor
Delhi,2019-09-03,70.64,143.56,13.02,36.51,32.78,36.34,1.21,8.95,32.5,2.4,25.4,2.28,131.0,Moderate
Chandigarh,2020-04-13,19.73,44.85,1.68,10.72,6.95,31.33,0.54,9.92,26.65,3.43,0.63,1.16,45.0,Good
Amaravati,2019-02-01,63.05,111.15,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,141.0,Moderate
Hyderabad,2018-09-15,43.69,89.53,6.25,36.45,24.05,14.45,0.51,6.77,27.22,2.99,37.23,5.4,92.0,Satisfactory
Visakhapatnam,2017-11-10,54.75,97.61,6.11,2.68,4.18,1.04,0.8,7.43,79.11,3.19,5.58,1.04,99.0,Satisfactory
Hyderabad,2019-08-18,29.92,96.6,8.22,32.88,23.36,19.28,0.42,8.41,14.02,0.59,7.67,0.5,89.0,Satisfactory
Chandigarh,2019-10-03,29.59,71.0,10.47,7.86,12.9,6.24,0.71,16.42,19.05,6.85,2.43,1.85,58.0,Satisfactory
Kolkata,2019-07-28,12.07,23.33,5.36,13.68,18.79,9.13,0.41,2.55,17.95,14.66,8.57,2.7,43.0,Good
Kolkata,2020-04-23,13.48,27.12,4.03,9.0,13.08,12.63,0.32,6.14,25.54,1.36,5.96,0.33,41.0,Good
Patna,2020-03-20,53.45,135.93,68.65,61.85,70.61,18.72,1.6,12.79,18.84,3.34,6.31,2.58,135.0,Moderate
Patna,2020-01-16,140.36,200.43,64.27,36.59,99.28,27.83,3.27,10.93,11.89,0.77,1.42,4.47,346.0,Very Poor
Hyderabad,2016-09-28,42.99,91.44,12.46,57.36,17.01,12.5,0.11,9.43,25.64,0.11,3.79,6.19,86.0,Satisfactory
Delhi,2019-10-15,133.35,285.26,67.74,58.61,86.5,36.03,2.18,13.31,53.79,6.4,49.36,5.87,291.0,Poor
Visakhapatnam,2020-03-07,14.16,36.93,1.94,16.21,10.19,13.02,0.72,8.37,12.72,1.97,5.09,1.29,45.0,Good
Amaravati,2020-02-16,37.53,64.2,1.97,14.1,9.09,21.98,0.44,15.75,40.59,0.41,1.1,0.14,88.0,Satisfactory
Delhi,2018-07-07,61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,2.46,155.0,Moderate
Gurugram,2020-05-18,59.29,115.94,9.85,34.85,23.82,22.59,0.91,8.51,61.06,6.35,3.18,2.38,160.0,Moderate
Visakhapatnam,2019-04-03,27.5,89.44,13.6,35.23,29.79,5.19,0.88,14.67,9.43,1.83,3.93,0.7,101.0,Moderate
Patna,2020-03-09,58.48,165.04,32.94,60.63,67.04,21.77,0.91,10.86,24.24,1.57,4.32,0.27,182.0,Moderate
Patna,2020-04-18,40.92,117.17,64.46,14.91,47.22,13.8,1.37,9.9,31.06,0.48,3.48,0.27,140.0,Moderate
Amaravati,2018-02-17,43.82,97.19,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52,0.12,107.0,Moderate
Delhi,2015-10-18,156.71,263.15,27.5,41.09,62.19,21.49,1.63,10.14,71.1,4.64,12.33,1.93,298.0,Poor
Delhi,2018-08-18,32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,0.05,90.0,Satisfactory
Hyderabad,2019-05-21,43.6,114.83,2.23,20.39,12.46,13.28,0.5,5.97,53.16,4.23,7.83,0.62,111.0,Moderate
Visakhapatnam,2020-03-17,31.25,113.8,1.96,39.24,22.04,11.4,1.1,6.23,15.2,5.09,10.48,2.66,104.0,Moderate
Hyderabad,2019-12-13,31.86,69.75,8.63,32.41,23.17,13.97,0.61,5.87,26.76,0.98,6.4,0.17,85.0,Satisfactory
Hyderabad,2017-03-09,77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,0.17,3.35,1.02,181.0,Moderate
Hyderabad,2018-05-14,29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,0.5,2.44,0.47,100.0,Satisfactory
Delhi,2018-04-07,48.46,132.97,18.92,36.94,50.39,42.48,1.12,10.48,54.42,1.43,3.32,0.0,170.0,Moderate
Kolkata,2019-12-23,120.65,234.99,13.73,48.48,62.12,26.28,1.19,10.05,37.72,25.93,33.59,1.58,274.0,Poor
Delhi,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327.0,Very Poor
Visakhapatnam,2020-06-23,25.4,83.38,2.76,34.09,19.92,13.13,0.54,10.4,43.27,2.88,12.03,1.33,100.0,Satisfactory
Visakhapatnam,2019-04-23,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,1.7,3.72,0.66,72.0,Satisfactory
Amaravati,2018-09-04,24.22,86.08,9.81,26.49,22.16,21.11,1.68,11.54,26.93,0.09,0.1,0.1,98.0,Satisfactory
Amritsar,2018-01-28,53.67,114.13,79.13,34.3,103.35,13.71,0.92,4.04,13.69,10.26,8.26,5.82,124.0,Moderate
Delhi,2019-01-20,314.59,478.43,158.63,106.04,195.81,62.37,3.66,20.98,45.03,12.17,92.09,3.26,480.0,Severe
Visakhapatnam,2019-04-16,31.45,120.82,20.27,42.89,39.3,7.41,0.87,19.8,9.43,4.6,7.18,1.72,110.0,Moderate
Visakhapatnam,2019-05-11,49.08,163.64,5.63,11.09,10.49,3.62,0.87,3.19,25.23,2.72,4.09,0.79,140.0,Moderate
Hyderabad,2017-04-13,59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,0.13,1.15,0.26,173.0,Moderate
Delhi,2019-05-12,178.22,503.28,12.49,40.68,33.4,29.53,1.22,19.36,57.85,2.71,18.73,0.19,352.0,Very Poor
Kolkata,2020-06-08,23.13,43.41,5.1,14.77,18.2,8.64,0.43,9.67,31.1,4.0,15.46,1.52,59.0,Satisfactory
Hyderabad,2017-05-03,37.31,85.68,6.09,25.09,8.5,34.75,0.11,4.14,54.45,0.04,0.63,0.17,118.0,Moderate
Visakhapatnam,2018-05-27,14.42,43.25,6.27,20.85,16.04,10.73,0.35,4.16,17.36,3.12,9.82,1.27,38.0,Good
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17.0,1.3,1.1,8.72,67.0,Satisfactory
Patna,2020-05-02,15.93,30.03,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58,0.09,140.0,Moderate
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,74.0,Satisfactory
Hyderabad,2019-05-13,41.34,108.46,2.28,26.81,15.97,16.18,0.62,6.61,52.29,1.82,13.6,5.55,109.0,Moderate
Hyderabad,2016-04-05,52.91,116.28,4.51,34.56,23.81,26.16,0.86,5.58,47.1,0.99,5.3,1.09,103.0,Moderate
Kolkata,2020-03-05,34.26,71.62,15.34,33.77,49.13,25.91,0.68,9.3,33.35,7.67,14.45,1.71,89.0,Satisfactory
Amaravati,2020-02-12,59.61,94.82,2.4,17.03,11.02,19.76,0.67,21.32,55.77,0.74,3.79,0.13,86.0,Satisfactory
Hyderabad,2020-03-01,43.21,93.93,4.18,27.41,17.73,20.04,0.58,4.72,33.69,1.85,6.89,0.61,92.0,Satisfactory
Hyderabad,2017-08-22,12.56,37.28,10.15,15.13,8.15,4.52,0.19,6.04,31.68,0.31,1.7,0.48,60.0,Satisfactory
Gurugram,2020-04-26,49.26,119.82,11.76,13.94,11.22,43.4,0.67,8.79,62.13,6.46,2.51,2.49,113.0,Moderate
Delhi,2018-08-29,36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88.0,Satisfactory
Kolkata,2019-09-21,26.92,54.04,23.25,24.46,46.95,12.86,0.6,6.07,19.36,23.85,21.22,3.39,74.0,Satisfactory
Amaravati,2018-12-14,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3,0.15,180.0,Moderate
Hyderabad,2018-09-07,25.42,79.97,5.01,22.74,15.82,14.25,0.32,7.79,17.95,1.21,10.1,7.09,82.0,Satisfactory
Amritsar,2019-09-09,38.61,76.3,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.1,1.98,70.0,Satisfactory
Amritsar,2019-11-12,168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2.0,285.0,Poor
Visakhapatnam,2017-03-09,22.26,51.86,17.06,21.42,25.22,7.91,1.05,10.69,13.5,2.51,6.24,0.86,106.0,Moderate
Hyderabad,2019-05-14,38.89,105.12,1.7,24.57,14.31,14.93,0.5,5.5,55.14,1.46,13.72,1.82,98.0,Satisfactory
Delhi,2018-10-28,205.0,375.23,81.11,57.66,100.04,47.85,2.45,15.62,52.78,8.94,77.78,3.28,403.0,Severe
Hyderabad,2018-11-19,26.04,61.77,5.61,32.18,21.29,9.11,0.45,4.53,21.05,1.3,7.29,0.92,53.0,Satisfactory
Amaravati,2020-01-16,56.44,75.95,1.57,10.33,6.65,21.41,0.64,9.86,47.51,0.52,2.58,0.1,108.0,Moderate
Delhi,2020-05-22,94.37,213.47,17.16,45.36,40.17,28.56,1.31,26.05,55.45,2.96,26.42,11.36,199.0,Moderate
Amritsar,2019-10-10,36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2.0,77.0,Satisfactory
Amritsar,2019-08-14,23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.8,2.93,1.13,2.0,50.0,Good
Chandigarh,2019-11-05,53.96,115.54,7.09,6.08,9.39,6.12,0.54,9.81,17.46,4.09,4.62,1.04,148.0,Moderate
Visakhapatnam,2018-05-07,16.6,72.27,12.23,27.91,24.92,8.1,0.52,16.18,14.68,4.06,7.88,2.5,81.0,Satisfactory
Delhi,2019-12-16,88.05,133.11,21.68,35.06,36.0,39.25,1.04,7.17,22.1,2.4,12.91,0.1,202.0,Poor
Patna,2020-04-23,35.07,95.66,54.14,16.92,42.53,11.91,0.45,10.09,33.3,1.09,4.0,0.36,122.0,Moderate
Visakhapatnam,2016-08-18,26.93,102.19,16.38,38.95,31.19,10.95,1.1,39.42,33.16,4.96,11.43,5.37,102.0,Moderate
Hyderabad,2018-10-17,41.03,53.89,6.99,34.67,23.8,12.6,0.58,4.21,19.11,1.99,15.05,1.68,83.0,Satisfactory
Amritsar,2019-07-28,26.73,47.19,13.19,13.84,21.83,11.87,0.63,16.16,7.2,5.0,1.15,11.83,55.0,Satisfactory
Amaravati,2019-01-16,108.43,159.44,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,0.1,274.0,Poor
Amaravati,2019-08-15,24.56,47.61,2.23,9.16,6.49,14.56,0.58,18.9,33.97,0.19,1.87,0.52,51.0,Satisfactory
Kolkata,2020-03-24,33.21,52.19,5.56,13.92,19.53,19.63,0.52,9.68,48.07,3.4,7.69,0.66,88.0,Satisfactory
Amaravati,2017-12-12,89.35,131.48,7.97,42.1,28.88,21.24,0.24,7.42,44.67,0.28,7.01,0.19,179.0,Moderate
Delhi,2019-12-04,163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,0.67,313.0,Very Poor
Amaravati,2018-12-01,77.86,159.49,10.69,90.28,56.71,4.66,1.16,14.21,22.45,0.1,0.5,0.13,145.0,Moderate
Hyderabad,2015-11-09,53.87,118.33,7.18,15.98,21.66,11.98,0.59,8.37,40.12,1.08,6.41,1.1,114.0,Moderate
Delhi,2015-09-24,63.06,187.9,40.7,39.16,72.85,18.24,1.21,13.26,48.78,3.38,8.95,3.33,175.0,Moderate
Amaravati,2018-01-29,74.2,135.97,4.3,35.82,22.55,20.24,0.07,12.16,53.0,0.15,4.24,0.05,142.0,Moderate
Amritsar,2019-11-27,31.91,46.08,9.51,10.02,19.54,13.0,0.63,14.87,11.14,1.81,2.17,2.0,64.0,Satisfactory
Visakhapatnam,2016-10-25,60.85,108.64,26.17,62.1,50.81,18.51,1.29,22.65,39.3,7.79,18.4,10.56,142.0,Moderate
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,0.1,85.0,Satisfactory
Visakhapatnam,2020-02-18,42.44,107.09,2.38,42.49,24.13,11.36,1.04,5.36,14.48,4.28,12.08,3.08,111.0,Moderate
Chandigarh,2020-04-04,12.77,29.32,1.47,11.97,7.43,32.37,0.46,10.1,20.12,3.27,0.1,1.01,34.0,Good
Amaravati,2019-06-15,17.42,69.93,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,54.0,Satisfactory
Delhi,2015-09-27,89.75,252.06,53.0,44.13,92.67,30.43,1.49,9.76,68.69,5.09,14.81,3.59,298.0,Poor
Kolkata,2020-03-06,36.1,72.34,20.44,29.89,50.34,24.57,0.6,8.44,21.39,6.9,12.41,1.56,90.0,Satisfactory
Hyderabad,2018-05-25,42.17,108.46,2.82,31.54,18.88,13.05,0.76,6.99,55.12,1.22,6.48,2.17,119.0,Moderate
Chandigarh,2019-11-24,44.9,76.48,2.6,18.03,20.07,5.0,0.45,10.79,8.99,5.24,1.92,1.19,107.0,Moderate
Chandigarh,2019-12-25,35.08,65.55,3.48,9.79,7.92,26.09,0.49,5.65,9.85,5.42,0.11,0.65,96.0,Satisfactory
Amritsar,2017-12-25,112.36,210.37,8.0,28.77,36.76,3.76,1.41,3.31,20.73,7.2,9.25,11.68,235.0,Poor
Delhi,2017-11-12,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,0.06,613.0,Severe
Amritsar,2020-01-05,65.12,95.22,9.51,9.67,17.61,12.16,0.28,11.92,32.48,2.25,2.44,1.85,156.0,Moderate
Delhi,2018-06-25,46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,1.93,11.0,2.05,168.0,Moderate
Hyderabad,2016-11-12,61.83,104.38,9.26,53.12,16.3,39.06,0.61,35.55,92.1,0.08,1.54,0.33,152.0,Moderate
Delhi,2015-10-22,116.98,213.49,24.37,32.96,54.18,22.53,2.6,13.27,48.74,3.61,7.79,2.02,292.0,Poor
Amritsar,2019-09-13,35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2.0,84.0,Satisfactory
Kolkata,2020-06-02,12.76,34.52,5.64,10.59,14.75,10.78,0.34,7.45,33.19,1.7,11.9,0.62,51.0,Satisfactory
Hyderabad,2017-04-10,67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,0.16,1.21,0.31,164.0,Moderate
